pubmed_id,author_rank,last_name,fore_name,initials
37596837,14,Woolsey,Courtney,C
37596837,15,Geisbert,Thomas W,TW
37596837,16,Feldmann,Heinz,H
37596837,17,Muyembe,Jean-Jacques,JJ
37596848,0,Srinivasan,Tharageswari,T
37596848,1,Sharma,Praveen,P
37596848,2,Sachdeva,Man Updesh Singh,MUS
37596848,3,Palla,Swetha,S
37596848,4,Bal,Amanjit,A
37596848,5,Peiyam,Srinivasan,S
37596848,6,Sreedharanunni,Sreejesh,S
37596848,7,Naseem,Shano,S
37596848,8,Kumar,Ashwini,A
37596848,9,Nahar,Uma,U
37596846,0,Riemann,Dieter,D
37596841,0,Li,Yating,Y
37596841,1,Yu,Zuhao,Z
37596841,2,Huang,Jianhang,J
37596841,3,Wang,Yonggang,Y
37596841,4,Xia,Yongyao,Y
37596842,0,Liu,Yu,Y
37596842,1,Zou,Daopei,D
37596842,2,Huang,Qiong,Q
37596842,3,Wang,Lei,L
37596844,0,Grewal,Arvind,A
37596844,1,Thabet,Pierre,P
37596844,2,Dubinsky,Samuel,S
37596844,3,Purkayastha,Debanjali,D
37596844,4,Wong,Kristy,K
37596844,5,Marko,Ryan,R
37596844,6,Hiremath,Swapnil,S
37596844,7,Hutton,Brian,B
37596844,8,Kanji,Salmaan,S
37596838,0,Thompson,Kimberly M,KM
37596838,1,Kalkowska,Dominika A,DA
37596838,2,Routh,Janell A,JA
37596838,3,Brenner,I Ravi,IR
37596838,4,Rosenberg,Eli S,ES
37596794,6,Xu,Chao,C
37596794,7,Gao,Yong,Y
37596794,8,Chen,Shiyuan,S
37596790,0,Young,Angela L,AL
37596790,1,Kundu,Suprateek,S
37596790,2,Tappa,Karthik K,KK
37596790,3,Hou,Ping,P
37596790,4,Liu,Ho-Ling,HL
37596790,5,Kumar,Vinodh A,VA
37596793,0,Schagen,M R,MR
37596793,1,Ulu,A N,AN
37596793,2,Francke,M I,MI
37596793,3,van de Wetering,J,J
37596793,4,van Buren,M C,MC
37596793,5,Schoenmakers,S,S
37596793,6,Matic,M,M
37596793,7,van Schaik,R H N,RHN
37596793,8,Hesselink,D A,DA
37596793,9,de Winter,B C M,BCM
37596783,0,Zuckerman,David A,DA
37596783,1,Cooper,Jared B,JB
37596783,2,Sekhri,Nitin K,NK
37596783,3,Bronstein,Matthew,M
37596783,4,Shnaydman,Ilya,I
37596783,5,Carr,Logan,L
37596783,6,Siddiqui,Ammar,A
37596783,7,Pisapia,Jared M,JM
37596786,0,Wang,Yueying,Y
37596786,1,Lv,Yang,Y
37596786,2,Yu,Haiping,H
37596786,3,Hu,Peng,P
37596786,4,Wen,Yi,Y
37596786,5,Wang,Junge,J
37596786,6,Tan,Yiqing,Y
37596786,7,Wu,Hao,H
37596786,8,Zhu,Lixin,L
37596786,9,Wu,Kaixiong,K
37596786,10,Chai,Bingze,B
37596786,11,Liu,Jialong,J
37596786,12,Zeng,Dali,D
37596786,13,Zhang,Guangheng,G
37596786,14,Zhu,Li,L
37596786,15,Gao,Zhenyu,Z
37596786,16,Dong,Guojun,G
37596786,17,Ren,Deyong,D
37596786,18,Shen,Lan,L
37596786,19,Zhang,Qiang,Q
37596786,20,Li,Qing,Q
37596786,21,Guo,Longbiao,L
37596786,22,Xiong,Guosheng,G
37596786,23,Qian,Qian,Q
37596786,24,Hu,Jiang,J
37596785,0,Capera,Jesusa,J
37596785,1,Jainarayanan,Ashwin,A
37596785,2,Navarro-Pérez,María,M
37596785,3,Valvo,Salvatore,S
37596785,4,Demetriou,Philippos,P
37596785,5,Depoil,David,D
37596785,6,Estadella,Irene,I
37596785,7,Kvalvaag,Audun,A
37596785,8,Felce,James H,JH
37596785,9,Felipe,Antonio,A
37596785,10,Dustin,Michael L,ML
37596780,0,Chernomas,Wanda M,WM
37596780,1,Shapiro,Carla R,CR
37596780,2,Plohman,James C,JC
37596780,3,Rabbani,Rasheda,R
37596784,0,Kaushik,Anushka,A
37596784,1,Udgaonkar,Jayant B,JB
37596779,0,Tokareva,Kate,K
37596779,1,Reid,Pankti,P
37596779,2,Yang,Victor,V
37596779,3,Liew,David,D
37596779,4,Peterson,Alexander C,AC
37596779,5,Baraff,Aaron,A
37596779,6,Giles,Jon,J
37596779,7,Singh,Namrata,N
37596787,0,Nojima,Kohei,K
37596787,1,Hayashi,Masahiro,M
37596787,2,Tanemura,Atsushi,A
37596787,3,Al-Busani,Hind,H
37596787,4,Saito,Toru,T
37596787,5,Suzuki,Tamio,T
37596787,6,Ishikawa,Masashi,M
37596787,7,Mori,Taisuke,T
37596787,8,Wada,Shogo,S
37596787,9,Yamazaki,Naoya,N
37596787,10,Katayama,Ichiro,I
37596787,11,Mori,Hiroki,H
37596787,12,Yokozeki,Hiroo,H
37596787,13,Okiyama,Naoko,N
37596787,14,Sasaki,Yoshiyuki,Y
37596787,15,Namiki,Takeshi,T
37596774,0,Asfour,Leila,L
37596774,1,Bokhari,Laita,L
37596774,2,Bhoyrul,Bevin,B
37596774,3,Eisman,Samantha,S
37596774,4,Moussa,Anthony,A
37596774,5,Rees,Huw,H
37596774,6,Sinclair,Rodney D,RD
37596718,6,Xi,Shuiqing,S
37596718,7,Hong,Xiaojian,X
37596718,8,Zhou,Meifang,M
37596718,9,Wang,Haoyu,H
